Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU72558,40.29,Available,67,2699.43,Female,48,4,20,3,Carrier A,9.01,Supplier 5,Kolkata,2,303,2,3366.51,Pass,0.06,Rail,Route C,291.65
haircare,SKU78422,34.27,Out of Stock,34,1165.18,Non-binary,36,8,4,3,Carrier B,29.34,Supplier 1,Bangalore,13,798,15,3615.61,Pass,0.05,Rail,Route A,676.2
haircare,SKU70463,48.84,Out of Stock,82,4004.88,Unknown,21,1,8,1,Carrier C,16.64,Supplier 5,Bangalore,21,149,11,4747.27,Pass,0.04,Road,Route C,263.5
cosmetics,SKU14142,35.25,Out of Stock,35,1233.75,Male,17,1,14,1,Carrier A,44.96,Supplier 3,Kolkata,14,281,15,3828.76,Fail,0.09,Road,Route B,794.42
skincare,SKU62815,68.36,Out of Stock,35,2392.6,Male,10,1,20,2,Carrier C,10.34,Supplier 1,Mumbai,21,831,16,708.54,Fail,0.02,Air,Route C,950.53
skincare,SKU11405,96.47,Out of Stock,71,6849.37,Unknown,21,7,20,4,Carrier B,30.2,Supplier 3,Mumbai,20,281,25,2540.58,Pass,0.07,Air,Route B,854.74
haircare,SKU61121,80.79,Out of Stock,30,2423.7,Male,37,4,2,1,Carrier A,11.94,Supplier 2,Mumbai,10,178,19,393.45,Pass,0.03,Air,Route A,845.32
cosmetics,SKU93550,10.58,Available,70,740.6,Unknown,3,7,14,2,Carrier B,40.77,Supplier 2,Bangalore,7,726,11,779.38,Pass,0.02,Sea,Route B,701.63
cosmetics,SKU92554,66.18,Out of Stock,33,2183.94,Male,23,3,20,2,Carrier C,18.0,Supplier 3,Chennai,2,952,13,1425.78,Pass,0.04,Rail,Route C,842.62
haircare,SKU21179,35.84,Out of Stock,96,3440.64,Female,16,9,13,2,Carrier C,8.49,Supplier 5,Bangalore,1,994,2,1170.74,Fail,0.09,Air,Route B,166.63
haircare,SKU90392,36.11,Available,55,1986.05,Male,48,1,1,4,Carrier A,35.55,Supplier 1,Bangalore,25,723,19,3668.45,Pass,0.04,Road,Route A,826.48
haircare,SKU36161,87.78,Out of Stock,2,175.56,Female,23,10,14,5,Carrier C,21.79,Supplier 3,Bangalore,1,611,2,3132.32,Pass,0.02,Rail,Route B,575.74
haircare,SKU23091,18.34,Available,35,641.9,Male,28,8,19,4,Carrier A,11.66,Supplier 3,Mumbai,2,110,10,2962.4,Pass,0.02,Air,Route B,229.9
cosmetics,SKU43256,75.61,Out of Stock,62,4687.82,Female,43,3,8,3,Carrier C,31.26,Supplier 4,Bangalore,1,703,10,2696.4,Pass,0.04,Air,Route B,677.76
cosmetics,SKU85513,33.58,Out of Stock,85,2854.3,Non-binary,39,5,5,3,Carrier B,31.12,Supplier 3,Mumbai,15,445,22,3660.93,Fail,0.04,Rail,Route B,524.42
cosmetics,SKU36384,12.89,Available,40,515.6,Non-binary,3,1,8,3,Carrier A,48.84,Supplier 3,Mumbai,17,642,15,4405.25,Fail,0.07,Air,Route C,824.07
haircare,SKU64838,46.2,Out of Stock,97,4481.4,Female,38,7,17,5,Carrier C,13.78,Supplier 1,Bangalore,20,116,22,2125.94,Pass,0.07,Rail,Route A,639.88
haircare,SKU52606,40.99,Out of Stock,53,2172.47,Female,8,7,12,5,Carrier A,43.55,Supplier 4,Bangalore,11,338,5,3622.07,Pass,0.05,Sea,Route C,939.42
cosmetics,SKU49077,34.61,Out of Stock,5,173.05,Female,27,9,20,1,Carrier A,8.92,Supplier 1,Bangalore,24,583,16,315.12,Fail,0.05,Sea,Route B,598.97
cosmetics,SKU70394,90.21,Available,18,1623.78,Male,8,5,6,5,Carrier B,43.21,Supplier 2,Mumbai,24,935,25,3136.37,Fail,0.08,Air,Route A,980.5
haircare,SKU36240,96.22,Out of Stock,55,5292.1,Female,48,4,2,3,Carrier B,12.25,Supplier 2,Kolkata,6,351,24,3841.42,Pass,0.03,Sea,Route B,923.25
haircare,SKU93425,52.23,Available,58,3029.34,Male,28,5,5,1,Carrier A,28.11,Supplier 2,Chennai,1,753,5,4221.31,Pass,0.04,Rail,Route B,507.59
skincare,SKU63055,94.31,Out of Stock,17,1603.27,Unknown,21,9,5,2,Carrier A,22.17,Supplier 4,Chennai,21,817,21,3305.31,Fail,0.08,Rail,Route A,313.49
cosmetics,SKU48946,27.57,Available,9,248.13,Male,29,10,4,4,Carrier B,13.79,Supplier 2,Kolkata,21,441,19,1828.78,Fail,0.02,Air,Route A,945.31
cosmetics,SKU31861,14.25,Available,95,1353.75,Female,47,1,13,4,Carrier B,37.94,Supplier 5,Mumbai,3,878,15,273.4,Pass,0.04,Rail,Route C,442.64
haircare,SKU35149,72.65,Available,94,6829.1,Non-binary,38,1,3,3,Carrier A,23.82,Supplier 1,Kolkata,25,942,20,4577.2,Pass,0.05,Road,Route B,266.47
skincare,SKU40896,72.7,Out of Stock,37,2689.9,Non-binary,15,6,5,1,Carrier C,29.24,Supplier 5,Chennai,30,278,9,820.51,Pass,0.1,Air,Route B,495.3
cosmetics,SKU86625,10.22,Available,100,1022.0,Female,30,5,1,5,Carrier B,16.95,Supplier 3,Kolkata,28,394,19,1307.18,Pass,0.04,Rail,Route C,620.42
haircare,SKU65611,29.7,Available,73,2168.1,Non-binary,15,5,9,2,Carrier C,15.53,Supplier 1,Mumbai,1,388,20,4889.07,Fail,0.03,Sea,Route B,254.88
skincare,SKU69385,29.27,Out of Stock,83,2429.41,Unknown,9,10,14,4,Carrier B,49.15,Supplier 4,Bangalore,13,433,22,4994.53,Pass,0.08,Road,Route A,590.35
haircare,SKU20963,93.72,Out of Stock,11,1030.92,Female,32,4,14,1,Carrier C,42.04,Supplier 2,Chennai,23,362,19,2075.71,Pass,0.07,Road,Route B,321.59
haircare,SKU52042,90.68,Out of Stock,83,7526.44,Male,42,4,8,3,Carrier C,6.7,Supplier 5,Chennai,15,906,21,381.39,Pass,0.06,Road,Route A,899.5
cosmetics,SKU67691,75.92,Available,98,7440.16,Unknown,15,4,17,4,Carrier B,48.65,Supplier 3,Kolkata,1,828,24,2770.9,Fail,0.04,Road,Route B,528.03
haircare,SKU26950,46.24,Out of Stock,45,2080.8,Female,5,4,8,2,Carrier B,25.91,Supplier 5,Mumbai,6,914,14,2986.11,Fail,0.04,Sea,Route C,435.79
skincare,SKU26381,24.72,Available,86,2125.92,Unknown,30,4,9,3,Carrier C,13.76,Supplier 3,Mumbai,19,265,9,1168.26,Pass,0.09,Sea,Route B,701.73
haircare,SKU62878,36.65,Out of Stock,95,3481.75,Non-binary,27,10,10,4,Carrier C,12.98,Supplier 1,Mumbai,10,299,12,324.87,Fail,0.03,Sea,Route B,339.59
haircare,SKU28101,71.68,Available,96,6881.28,Non-binary,11,10,18,2,Carrier B,16.25,Supplier 4,Kolkata,3,418,17,3567.53,Fail,0.09,Sea,Route B,624.8
cosmetics,SKU64895,90.29,Out of Stock,75,6771.75,Female,29,7,8,1,Carrier B,29.46,Supplier 1,Bangalore,24,668,13,2282.95,Fail,0.07,Sea,Route C,832.75
cosmetics,SKU10054,44.76,Out of Stock,60,2685.6,Unknown,4,1,13,5,Carrier C,25.97,Supplier 4,Kolkata,8,505,1,1930.35,Fail,0.04,Sea,Route A,168.94
cosmetics,SKU85680,19.52,Out of Stock,50,976.0,Female,17,5,1,5,Carrier A,5.07,Supplier 2,Mumbai,8,837,24,3566.66,Fail,0.08,Sea,Route A,278.36
haircare,SKU94624,48.28,Available,91,4393.48,Male,40,6,10,2,Carrier C,44.36,Supplier 5,Bangalore,21,90,5,2679.77,Fail,0.02,Air,Route B,689.5
cosmetics,SKU37790,41.85,Out of Stock,75,3138.75,Unknown,49,4,8,3,Carrier B,35.31,Supplier 5,Bangalore,9,389,15,3541.56,Fail,0.07,Road,Route A,953.81
skincare,SKU29717,50.32,Available,44,2214.08,Unknown,11,2,5,3,Carrier A,14.05,Supplier 5,Mumbai,25,219,1,3176.12,Pass,0.02,Sea,Route B,329.16
haircare,SKU26178,75.41,Out of Stock,78,5881.98,Non-binary,4,4,18,4,Carrier A,47.72,Supplier 5,Mumbai,11,587,12,530.01,Fail,0.06,Rail,Route B,808.63
haircare,SKU41128,83.81,Out of Stock,33,2765.73,Non-binary,49,3,3,3,Carrier C,23.61,Supplier 5,Bangalore,28,291,17,1235.19,Pass,0.08,Air,Route C,850.1
skincare,SKU33452,82.37,Out of Stock,70,5765.9,Female,32,1,18,3,Carrier C,6.56,Supplier 5,Bangalore,25,936,7,3171.06,Pass,0.04,Rail,Route B,537.74
haircare,SKU88226,48.9,Out of Stock,99,4841.1,Female,30,5,3,4,Carrier B,23.15,Supplier 5,Chennai,29,299,12,649.35,Fail,0.02,Road,Route C,325.83
haircare,SKU27128,46.61,Available,21,978.81,Non-binary,45,8,18,4,Carrier A,38.55,Supplier 1,Mumbai,10,807,14,4293.74,Pass,0.08,Rail,Route B,563.21
skincare,SKU88803,70.16,Out of Stock,5,350.8,Non-binary,26,3,1,5,Carrier B,30.49,Supplier 3,Bangalore,13,725,21,4048.1,Pass,0.02,Sea,Route A,113.48
haircare,SKU19917,53.38,Available,83,4430.54,Male,49,10,20,5,Carrier C,22.31,Supplier 2,Bangalore,6,217,18,4413.46,Pass,0.05,Air,Route A,511.45
haircare,SKU57667,50.1,Out of Stock,54,2705.4,Non-binary,50,7,14,5,Carrier A,8.93,Supplier 3,Kolkata,5,92,16,416.84,Fail,0.03,Air,Route B,589.14
haircare,SKU80116,13.84,Available,32,442.88,Unknown,14,7,16,4,Carrier B,33.85,Supplier 2,Bangalore,24,293,9,2541.96,Fail,0.04,Road,Route A,681.76
skincare,SKU50230,62.75,Out of Stock,20,1255.0,Female,46,7,6,3,Carrier B,9.58,Supplier 5,Chennai,16,561,7,2527.72,Fail,0.1,Road,Route A,800.68
skincare,SKU86413,73.93,Out of Stock,8,591.44,Unknown,2,8,8,5,Carrier B,14.22,Supplier 2,Chennai,4,383,3,3401.69,Fail,0.04,Rail,Route B,671.46
cosmetics,SKU70779,53.15,Out of Stock,95,5049.25,Non-binary,23,5,3,5,Carrier C,14.58,Supplier 3,Mumbai,25,440,17,1843.94,Pass,0.05,Sea,Route A,612.0
haircare,SKU57723,38.79,Available,38,1474.02,Male,36,2,9,4,Carrier B,13.6,Supplier 3,Kolkata,6,881,14,2325.91,Pass,0.07,Road,Route B,563.73
haircare,SKU32707,94.63,Out of Stock,62,5867.06,Unknown,48,7,6,2,Carrier B,23.45,Supplier 3,Mumbai,22,536,9,1117.42,Pass,0.1,Rail,Route A,863.13
haircare,SKU72015,88.47,Out of Stock,45,3981.15,Female,49,2,13,3,Carrier B,28.47,Supplier 1,Mumbai,18,747,7,4400.68,Pass,0.01,Rail,Route B,188.35
skincare,SKU14397,96.18,Out of Stock,54,5193.72,Unknown,36,7,15,1,Carrier C,31.66,Supplier 2,Mumbai,23,591,25,3190.51,Pass,0.05,Sea,Route C,946.08
cosmetics,SKU24955,41.47,Out of Stock,64,2654.08,Non-binary,12,4,14,5,Carrier A,5.51,Supplier 4,Kolkata,25,466,22,2119.35,Fail,0.05,Road,Route A,742.59
haircare,SKU82529,48.17,Available,16,770.72,Male,12,10,5,5,Carrier B,49.4,Supplier 4,Chennai,4,513,24,1695.18,Fail,0.09,Air,Route C,358.1
haircare,SKU33075,78.02,Out of Stock,67,5227.34,Male,48,6,19,3,Carrier C,39.42,Supplier 1,Bangalore,14,136,12,711.94,Pass,0.01,Road,Route B,824.43
cosmetics,SKU28821,83.9,Out of Stock,38,3188.2,Non-binary,22,7,8,4,Carrier A,28.87,Supplier 3,Kolkata,3,159,25,2984.56,Fail,0.06,Road,Route B,759.11
skincare,SKU16523,46.61,Available,31,1444.91,Female,44,6,6,1,Carrier C,38.26,Supplier 4,Mumbai,11,978,17,1378.69,Fail,0.02,Road,Route C,177.51
haircare,SKU38745,31.97,Out of Stock,84,2685.48,Non-binary,23,9,14,3,Carrier B,14.7,Supplier 2,Chennai,3,680,9,1374.84,Pass,0.06,Sea,Route B,502.47
cosmetics,SKU92068,94.28,Available,75,7071.0,Unknown,4,8,4,1,Carrier A,29.86,Supplier 4,Mumbai,14,988,14,2501.56,Pass,0.06,Road,Route C,619.85
skincare,SKU85725,45.38,Available,100,4538.0,Female,34,4,5,5,Carrier B,7.73,Supplier 5,Kolkata,2,905,5,4469.16,Fail,0.07,Air,Route B,917.0
haircare,SKU25219,34.65,Out of Stock,26,900.9,Male,10,6,4,1,Carrier C,30.84,Supplier 5,Bangalore,30,446,19,4977.26,Fail,0.09,Road,Route B,383.68
skincare,SKU67926,98.63,Out of Stock,91,8975.33,Male,20,4,1,5,Carrier C,33.35,Supplier 4,Chennai,3,932,2,3833.99,Pass,0.01,Road,Route A,530.89
skincare,SKU87256,97.6,Available,54,5270.4,Female,41,2,17,1,Carrier A,49.71,Supplier 1,Kolkata,11,722,6,3984.78,Fail,0.02,Road,Route B,748.91
cosmetics,SKU50714,57.65,Available,21,1210.65,Unknown,17,3,20,5,Carrier A,18.17,Supplier 4,Kolkata,1,327,7,3402.48,Fail,0.02,Sea,Route A,443.54
skincare,SKU64544,11.59,Available,41,475.19,Unknown,35,9,4,1,Carrier B,48.81,Supplier 4,Kolkata,29,158,21,4333.84,Fail,0.03,Road,Route B,629.66
cosmetics,SKU51632,91.36,Out of Stock,2,182.72,Non-binary,50,5,9,1,Carrier C,17.33,Supplier 5,Bangalore,26,925,2,129.16,Pass,0.07,Air,Route A,303.87
cosmetics,SKU54249,35.32,Out of Stock,4,141.28,Non-binary,49,10,16,2,Carrier C,49.24,Supplier 4,Kolkata,11,707,20,3820.51,Fail,0.02,Air,Route C,786.11
haircare,SKU15759,54.66,Available,53,2896.98,Female,13,6,11,3,Carrier B,46.96,Supplier 1,Kolkata,28,749,4,1309.05,Pass,0.06,Air,Route C,712.67
cosmetics,SKU41944,72.49,Available,65,4711.85,Non-binary,30,4,16,4,Carrier C,10.2,Supplier 2,Kolkata,10,903,14,3637.66,Fail,0.03,Sea,Route C,325.71
cosmetics,SKU37536,99.14,Available,96,9517.44,Female,15,8,5,1,Carrier B,25.3,Supplier 2,Kolkata,5,565,15,2259.88,Pass,0.01,Rail,Route C,617.17
haircare,SKU16288,56.57,Out of Stock,70,3959.9,Non-binary,34,4,19,5,Carrier B,40.49,Supplier 1,Kolkata,16,303,15,4572.73,Fail,0.08,Sea,Route A,438.67
skincare,SKU88295,72.1,Available,15,1081.5,Non-binary,18,4,9,3,Carrier B,37.01,Supplier 2,Chennai,28,254,5,2935.44,Fail,0.04,Air,Route C,715.42
skincare,SKU34021,72.67,Available,89,6467.63,Non-binary,8,9,11,2,Carrier A,29.14,Supplier 1,Mumbai,25,231,22,3754.01,Pass,0.01,Road,Route B,766.24
haircare,SKU93472,16.94,Available,69,1168.86,Unknown,46,9,12,3,Carrier C,29.76,Supplier 2,Kolkata,15,239,8,407.48,Fail,0.08,Air,Route A,445.47
cosmetics,SKU99789,76.73,Out of Stock,15,1150.95,Female,25,7,13,5,Carrier A,38.43,Supplier 3,Mumbai,17,111,25,4521.54,Pass,0.09,Road,Route C,979.0
cosmetics,SKU64245,57.6,Available,80,4608.0,Male,35,8,14,5,Carrier C,38.75,Supplier 1,Chennai,25,304,14,2427.18,Pass,0.09,Sea,Route B,914.98
haircare,SKU51364,59.41,Available,78,4633.98,Unknown,24,1,4,3,Carrier A,39.25,Supplier 1,Bangalore,21,649,2,656.91,Pass,0.01,Air,Route A,699.01
cosmetics,SKU18425,12.57,Out of Stock,80,1005.6,Unknown,44,2,3,4,Carrier C,46.58,Supplier 2,Bangalore,13,884,19,4149.71,Pass,0.01,Rail,Route B,440.73
skincare,SKU79325,60.69,Available,47,2852.43,Unknown,25,5,6,3,Carrier A,25.1,Supplier 3,Kolkata,2,643,2,1435.74,Pass,0.09,Air,Route C,881.9
skincare,SKU58982,15.73,Out of Stock,33,519.09,Unknown,29,10,9,4,Carrier C,12.61,Supplier 4,Bangalore,10,951,13,4713.36,Fail,0.04,Rail,Route A,596.92
haircare,SKU99765,95.46,Available,25,2386.5,Non-binary,11,1,12,3,Carrier C,10.8,Supplier 3,Kolkata,27,690,18,526.43,Pass,0.1,Rail,Route A,149.26
skincare,SKU11015,50.19,Available,62,3111.78,Male,10,10,17,3,Carrier C,39.8,Supplier 3,Kolkata,26,907,1,2627.72,Fail,0.03,Rail,Route A,857.72
haircare,SKU23333,82.51,Available,59,4868.09,Female,16,9,14,3,Carrier A,41.1,Supplier 3,Mumbai,25,804,24,2097.24,Pass,0.1,Air,Route C,894.79
haircare,SKU79989,73.59,Out of Stock,91,6696.69,Male,24,10,2,2,Carrier A,45.36,Supplier 3,Mumbai,18,233,4,4895.19,Fail,0.09,Air,Route C,876.74
haircare,SKU61805,43.71,Out of Stock,79,3453.09,Unknown,13,4,14,1,Carrier A,9.45,Supplier 2,Bangalore,29,633,23,2750.64,Fail,0.05,Sea,Route C,371.18
skincare,SKU90411,72.25,Out of Stock,45,3251.25,Unknown,14,5,19,5,Carrier C,37.74,Supplier 5,Bangalore,9,107,6,573.74,Pass,0.08,Road,Route C,208.91
haircare,SKU49170,42.45,Out of Stock,30,1273.5,Female,32,4,11,1,Carrier B,38.16,Supplier 2,Bangalore,18,838,15,3103.68,Pass,0.09,Sea,Route A,130.88
haircare,SKU10202,75.1,Available,18,1351.8,Non-binary,32,9,9,5,Carrier C,41.93,Supplier 3,Chennai,25,811,22,4826.72,Fail,0.04,Sea,Route B,670.26
haircare,SKU64466,13.5,Out of Stock,73,985.5,Unknown,39,10,15,1,Carrier C,14.5,Supplier 4,Bangalore,23,828,12,2584.98,Pass,0.02,Road,Route B,683.92
cosmetics,SKU41858,99.72,Out of Stock,51,5085.72,Female,20,5,12,4,Carrier B,20.46,Supplier 4,Chennai,30,332,22,4480.7,Pass,0.02,Rail,Route C,231.62
skincare,SKU83732,25.5,Available,39,994.5,Female,11,2,3,1,Carrier C,20.59,Supplier 5,Mumbai,20,704,3,2912.17,Fail,0.01,Air,Route C,932.5
skincare,SKU57965,43.14,Available,54,2329.56,Non-binary,14,6,1,3,Carrier C,36.61,Supplier 5,Kolkata,9,548,2,2182.1,Pass,0.01,Sea,Route B,437.64
haircare,SKU54042,83.2,Out of Stock,67,5574.4,Female,1,7,2,1,Carrier C,41.33,Supplier 3,Chennai,14,771,21,4861.61,Pass,0.07,Sea,Route A,709.14
haircare,SKU96210,11.08,Available,97,1074.76,Non-binary,19,9,13,5,Carrier A,7.55,Supplier 5,Mumbai,21,743,9,4856.3,Pass,0.06,Road,Route B,871.31
skincare,SKU50195,84.89,Available,67,5687.63,Non-binary,23,9,15,3,Carrier C,39.27,Supplier 1,Kolkata,9,865,7,4143.52,Pass,0.05,Rail,Route C,131.84
cosmetics,SKU59327,35.18,Available,57,2005.26,Unknown,36,7,9,4,Carrier B,38.69,Supplier 1,Kolkata,13,506,20,4102.45,Fail,0.05,Road,Route C,572.51
cosmetics,SKU64629,33.02,Available,23,759.46,Unknown,31,3,14,5,Carrier B,37.65,Supplier 4,Kolkata,25,481,16,1270.65,Pass,0.03,Air,Route B,837.06
haircare,SKU11398,94.44,Out of Stock,87,8216.28,Female,19,4,18,1,Carrier A,36.1,Supplier 5,Kolkata,5,343,21,4308.94,Fail,0.05,Road,Route B,475.46
cosmetics,SKU26173,95.38,Out of Stock,37,3529.06,Female,30,5,18,3,Carrier B,34.16,Supplier 2,Kolkata,14,549,20,1586.59,Fail,0.08,Sea,Route A,228.16
haircare,SKU42314,18.91,Out of Stock,56,1058.96,Unknown,13,6,5,5,Carrier C,38.93,Supplier 4,Bangalore,19,650,24,3815.58,Pass,0.06,Air,Route B,170.01
cosmetics,SKU18246,77.93,Available,82,6390.26,Unknown,12,8,18,1,Carrier B,10.66,Supplier 4,Chennai,17,542,21,4059.11,Pass,0.05,Air,Route A,148.96
cosmetics,SKU60889,10.87,Available,78,847.86,Female,27,6,7,3,Carrier C,6.69,Supplier 5,Kolkata,14,214,12,3161.5,Pass,0.04,Road,Route B,153.55
cosmetics,SKU86233,18.42,Out of Stock,89,1639.38,Female,42,2,17,4,Carrier A,33.89,Supplier 1,Chennai,17,249,17,2169.2,Pass,0.01,Sea,Route C,273.56
haircare,SKU62553,38.14,Out of Stock,6,228.84,Male,34,5,6,1,Carrier A,30.1,Supplier 4,Kolkata,3,950,19,3456.93,Pass,0.09,Rail,Route B,365.12
skincare,SKU36393,40.46,Out of Stock,30,1213.8,Female,16,2,9,2,Carrier C,47.1,Supplier 2,Bangalore,24,51,18,1909.85,Pass,0.08,Sea,Route A,630.63
haircare,SKU29567,32.26,Available,21,677.46,Female,47,10,13,1,Carrier B,18.58,Supplier 3,Bangalore,2,539,9,2302.97,Pass,0.05,Road,Route B,239.37
haircare,SKU20970,20.02,Available,60,1201.2,Male,17,5,18,5,Carrier A,45.84,Supplier 3,Bangalore,1,778,18,3391.99,Pass,0.06,Rail,Route B,615.44
haircare,SKU16110,83.45,Out of Stock,61,5090.45,Male,35,8,6,2,Carrier C,6.43,Supplier 1,Mumbai,25,684,22,4254.31,Fail,0.08,Sea,Route C,741.56
skincare,SKU59338,48.24,Out of Stock,69,3328.56,Non-binary,13,2,14,2,Carrier C,22.19,Supplier 3,Kolkata,7,470,13,1802.03,Fail,0.05,Road,Route B,294.05
haircare,SKU81097,49.95,Available,100,4995.0,Non-binary,15,3,6,5,Carrier A,34.4,Supplier 1,Chennai,4,836,15,2037.63,Fail,0.08,Road,Route C,600.31
haircare,SKU58877,94.94,Out of Stock,86,8164.84,Unknown,5,8,2,4,Carrier A,42.42,Supplier 1,Bangalore,24,866,14,2991.65,Pass,0.05,Air,Route C,508.42
skincare,SKU61684,51.99,Out of Stock,4,207.96,Unknown,11,5,3,4,Carrier A,11.02,Supplier 4,Kolkata,4,348,9,4120.99,Fail,0.05,Road,Route B,610.54
haircare,SKU33746,15.04,Out of Stock,96,1443.84,Male,11,7,2,1,Carrier C,36.25,Supplier 5,Mumbai,20,120,10,4254.69,Fail,0.02,Air,Route B,335.47
cosmetics,SKU86310,26.92,Out of Stock,35,942.2,Female,44,10,18,2,Carrier C,26.43,Supplier 2,Chennai,22,787,20,3834.89,Fail,0.03,Road,Route A,924.56
cosmetics,SKU74621,45.16,Out of Stock,71,3206.36,Male,24,7,1,5,Carrier C,35.54,Supplier 5,Mumbai,18,871,6,4815.06,Pass,0.06,Road,Route C,256.79
cosmetics,SKU29436,25.99,Available,11,285.89,Unknown,37,3,17,3,Carrier B,26.96,Supplier 5,Kolkata,7,930,22,2688.63,Pass,0.06,Sea,Route A,658.6
skincare,SKU44044,73.93,Available,11,813.23,Unknown,31,2,8,5,Carrier A,47.67,Supplier 2,Mumbai,26,94,13,1736.45,Pass,0.02,Road,Route C,458.4
cosmetics,SKU67749,48.43,Available,97,4697.71,Male,41,7,10,4,Carrier B,6.13,Supplier 3,Mumbai,21,410,1,1765.17,Fail,0.07,Air,Route A,899.74
haircare,SKU72173,98.99,Available,34,3365.66,Female,45,1,15,4,Carrier A,45.36,Supplier 2,Chennai,26,67,18,1240.95,Fail,0.04,Rail,Route B,467.04
haircare,SKU61647,56.45,Available,96,5419.2,Male,43,7,20,3,Carrier B,16.75,Supplier 5,Chennai,12,142,8,4811.51,Pass,0.1,Air,Route C,828.26
skincare,SKU66685,83.68,Available,36,3012.48,Non-binary,3,3,20,4,Carrier C,6.79,Supplier 4,Bangalore,23,271,20,2173.04,Fail,0.05,Air,Route C,868.79
skincare,SKU67087,97.26,Out of Stock,7,680.82,Unknown,14,10,3,2,Carrier B,5.95,Supplier 1,Bangalore,25,389,14,304.71,Fail,0.07,Sea,Route A,806.11
cosmetics,SKU19626,15.9,Available,91,1446.9,Male,13,3,4,5,Carrier A,21.48,Supplier 2,Bangalore,18,350,12,2492.25,Fail,0.06,Air,Route C,733.89
cosmetics,SKU39695,97.15,Available,1,97.15,Non-binary,33,5,8,2,Carrier C,39.94,Supplier 2,Mumbai,14,925,7,1789.41,Fail,0.03,Air,Route C,224.82
cosmetics,SKU33590,56.12,Available,28,1571.36,Non-binary,24,5,15,5,Carrier B,5.95,Supplier 3,Mumbai,1,953,15,2388.09,Pass,0.01,Road,Route B,529.67
cosmetics,SKU27586,66.26,Out of Stock,27,1789.02,Female,39,7,5,4,Carrier A,42.71,Supplier 3,Bangalore,12,562,2,1329.78,Fail,0.01,Rail,Route A,704.86
skincare,SKU98843,26.47,Out of Stock,42,1111.74,Unknown,12,4,2,5,Carrier C,12.68,Supplier 2,Chennai,19,364,7,933.03,Pass,0.05,Sea,Route C,883.62
skincare,SKU37130,30.28,Out of Stock,66,1998.48,Male,3,8,8,5,Carrier C,7.19,Supplier 1,Chennai,10,129,7,3941.25,Pass,0.07,Sea,Route A,161.36
cosmetics,SKU89376,15.82,Out of Stock,11,174.02,Female,42,10,12,1,Carrier C,17.03,Supplier 2,Bangalore,14,484,24,4583.15,Pass,0.09,Sea,Route C,965.66
haircare,SKU48242,98.32,Out of Stock,33,3244.56,Unknown,8,4,9,1,Carrier C,14.14,Supplier 1,Bangalore,7,598,9,2103.19,Fail,0.02,Sea,Route B,929.83
haircare,SKU10606,67.31,Out of Stock,78,5250.18,Unknown,43,9,14,1,Carrier A,28.39,Supplier 5,Chennai,7,251,3,3732.64,Fail,0.04,Road,Route C,123.48
haircare,SKU17765,57.7,Available,37,2134.9,Male,30,6,5,2,Carrier C,8.53,Supplier 2,Kolkata,27,128,10,3770.57,Fail,0.06,Air,Route C,143.35
skincare,SKU20561,35.82,Out of Stock,83,2973.06,Unknown,27,3,5,1,Carrier B,12.92,Supplier 5,Bangalore,21,542,20,947.3,Pass,0.08,Sea,Route A,485.16
skincare,SKU11304,79.89,Out of Stock,61,4873.29,Female,13,4,4,5,Carrier B,43.33,Supplier 3,Mumbai,30,318,22,3113.42,Fail,0.08,Road,Route B,751.21
haircare,SKU68704,32.9,Out of Stock,21,690.9,Unknown,17,10,16,1,Carrier B,26.82,Supplier 5,Mumbai,30,381,10,3394.37,Pass,0.07,Sea,Route C,533.5
haircare,SKU65840,30.44,Available,18,547.92,Non-binary,28,5,16,2,Carrier B,35.38,Supplier 5,Mumbai,9,492,4,1894.84,Fail,0.05,Rail,Route A,977.33
cosmetics,SKU44577,16.38,Available,46,753.48,Non-binary,10,7,20,5,Carrier A,36.66,Supplier 4,Mumbai,5,97,18,4126.18,Fail,0.02,Air,Route B,998.45
cosmetics,SKU63123,45.91,Out of Stock,16,734.56,Female,25,8,7,3,Carrier C,32.17,Supplier 2,Kolkata,7,629,10,131.55,Pass,0.06,Road,Route A,109.2
skincare,SKU87364,64.6,Out of Stock,89,5749.4,Male,18,6,14,1,Carrier A,22.99,Supplier 2,Mumbai,25,467,4,2555.28,Fail,0.01,Sea,Route C,855.23
cosmetics,SKU71094,83.95,Available,20,1679.0,Male,35,7,18,3,Carrier A,31.85,Supplier 2,Kolkata,8,495,2,1460.19,Pass,0.02,Road,Route C,131.76
haircare,SKU89631,31.35,Out of Stock,19,595.65,Male,22,6,11,5,Carrier B,32.4,Supplier 1,Chennai,15,146,12,2069.36,Pass,0.04,Road,Route C,145.47
cosmetics,SKU81777,83.95,Out of Stock,24,2014.8,Non-binary,44,3,19,4,Carrier C,42.24,Supplier 4,Chennai,10,485,16,1290.48,Pass,0.04,Air,Route B,119.33
cosmetics,SKU48982,63.01,Available,86,5418.86,Female,34,6,4,2,Carrier B,9.74,Supplier 4,Mumbai,26,831,23,3183.92,Fail,0.02,Rail,Route A,613.98
